time, alt, thrust, weight, ADC_guess, ADC_actual, ADC_adj, ADC_error, A_raw, A_total, A_h, A_v, bigG, V_as, V_horiz_mph, V_vert_inc, V_vert 
0.0, 0, 32781450.5440, 25417828.5900, 0.000000476, 0.00000000, 0.000000, 0.0000000, 1.2804871, 1.2804871, 0.00000000, 0.28315, 0.9973364021, 0.000000, 912.670000, 0.0, 0.00000000
1.0, 5, 37467183.5901, 25304689.8027, 0.000199265, 0.00015679, 0.000157, -0.0000003, 1.4621213, 1.4619643, 0.00000000, 0.46463, 0.9973364014, 8.107105, 912.670000, 1.5, 11.89042125
2.0, 26, 41077769.6866, 25177545.9205, 0.001128024, 0.00098886, 0.000989, -0.0000003, 1.6315068, 1.6305178, 0.00000000, 0.63318, 0.9973363988, 20.367414, 912.670000, 2.0, 29.87220737
3.0, 66, 41083759.5403, 25045603.6119, 0.003039588, 0.00280623, 0.002806, -0.0000004, 1.6403287, 1.6375225, 0.00000000, 0.64019, 0.9973363937, 34.335573, 912.670000, 2.1, 50.35884018
4.0, 127, 41092812.6535, 24913667.0329, 0.005904607, 0.00557517, 0.005575, -0.0000003, 1.6493665, 1.6437914, 0.00000000, 0.64646, 0.9973363860, 48.449342, 912.670000, 2.1, 71.05903443
5.0, 208, 41104942.6576, 24781738.5673, 0.009733490, 0.00930749, 0.009307, -0.0000004, 1.6586242, 1.6493167, 0.00000000, 0.65198, 0.9973363756, 62.692482, 912.670000, 2.1, 91.94897324
6.0, 311, 41120153.7912, 24649820.6028, 0.014481210, 0.01400623, 0.014006, -0.0000005, 1.6681052, 1.6540990, 0.00000000, 0.65676, 0.9973363625, 77.048671, 912.670000, 2.1, 113.00471814
7.0, 432, 41138182.4299, 24517915.4674, 0.019573236, 0.01899657, 0.018997, -0.0000003, 1.6778044, 1.6588079, 0.62305585, 0.54008, 0.9972602784, 89.929192, 925.610275, 1.7, 130.52351831
8.0, 572, 41158704.5878, 24386025.1861, 0.026165146, 0.02543941, 0.025439, -0.0000003, 1.6877101, 1.6622707, 0.62582031, 0.54278, 0.9971785578, 104.330900, 939.310299, 1.7, 147.94611516
